achievement_mean_7d,adaptation_mean_7d,relationship_mean_7d,total_delta_7d,label
3.857142857142857,3.4285714285714284,3.857142857142857,-0.3333333333333335,0
3.857142857142857,3.4285714285714284,3.857142857142857,0.0,0
3.857142857142857,3.4285714285714284,4.142857142857143,0.6666666666666665,0
4.0,3.4285714285714284,4.142857142857143,0.3333333333333335,0
4.0,3.571428571428572,4.0,0.0,0
4.142857142857143,3.7142857142857135,4.0,0.6666666666666665,0
4.285714285714286,3.7142857142857135,4.0,0.3333333333333335,0
4.142857142857143,3.7142857142857135,4.142857142857143,0.0,0
4.142857142857143,3.857142857142857,4.0,0.0,0
4.285714285714286,3.857142857142857,4.0,0.3333333333333339,0
4.142857142857143,4.0,4.0,0.0,0
4.142857142857143,4.0,3.857142857142857,-0.3333333333333335,0
4.142857142857143,3.857142857142857,3.857142857142857,-0.333333333333333,0
4.142857142857143,3.7142857142857135,3.857142857142857,-0.3333333333333335,0
4.142857142857143,3.857142857142857,3.857142857142857,0.3333333333333335,0
4.142857142857143,4.0,4.0,0.6666666666666665,0
4.0,3.857142857142857,4.0,-0.666666666666667,0
4.0,3.7142857142857135,4.0,-0.3333333333333335,0
3.857142857142857,3.7142857142857135,4.142857142857143,0.0,0
3.857142857142857,3.7142857142857135,4.142857142857143,0.0,0
3.857142857142857,3.857142857142857,4.142857142857143,0.3333333333333335,0
4.0,3.857142857142857,4.285714285714286,0.666666666666667,0
4.0,3.7142857142857135,4.285714285714286,-0.333333333333333,0
4.142857142857143,3.857142857142857,4.142857142857143,0.333333333333333,0
4.142857142857143,4.0,4.142857142857143,0.3333333333333335,0
4.285714285714286,4.0,4.285714285714286,0.6666666666666665,0
4.285714285714286,4.0,4.285714285714286,0.0,0
4.428571428571429,4.0,4.428571428571429,0.666666666666667,0
4.285714285714286,4.0,4.285714285714286,-0.666666666666667,0
4.285714285714286,4.0,4.428571428571429,0.333333333333333,0
4.0,4.0,4.571428571428571,-0.333333333333333,0
4.0,4.142857142857143,4.571428571428571,0.333333333333333,0
4.142857142857143,4.285714285714286,4.571428571428571,0.666666666666667,0
4.285714285714286,4.285714285714286,4.571428571428571,0.333333333333333,0
4.142857142857143,4.142857142857143,4.428571428571429,-1.0000000000000004,0
4.0,4.0,4.428571428571429,-0.6666666666666665,0
4.0,4.0,4.285714285714286,-0.333333333333333,0
4.142857142857143,4.0,4.142857142857143,0.0,0
4.0,3.857142857142857,4.142857142857143,-0.6666666666666665,0
3.857142857142857,3.7142857142857135,3.857142857142857,-1.3333333333333337,0
3.857142857142857,3.857142857142857,3.7142857142857135,0.0,0
3.857142857142857,4.0,3.7142857142857135,0.3333333333333335,0
3.857142857142857,4.0,3.857142857142857,0.333333333333333,0
3.857142857142857,3.857142857142857,4.0,0.0,0
4.0,3.857142857142857,4.0,0.333333333333333,0
4.142857142857143,3.857142857142857,4.142857142857143,0.6666666666666665,0
4.142857142857143,3.857142857142857,4.285714285714286,0.3333333333333335,0
4.0,3.571428571428572,4.428571428571429,-0.6666666666666665,0
4.142857142857143,3.571428571428572,4.428571428571429,0.333333333333333,0
4.285714285714286,3.7142857142857135,4.285714285714286,0.3333333333333335,0
4.285714285714286,3.857142857142857,4.285714285714286,0.333333333333333,0
4.142857142857143,3.857142857142857,4.285714285714286,-0.333333333333333,0
4.285714285714286,3.857142857142857,4.0,-0.333333333333333,0
4.285714285714286,3.4285714285714284,4.142857142857143,-1.0000000000000004,0
4.0,3.2857142857142856,4.0,-1.3333333333333337,0
3.857142857142857,3.4285714285714284,4.142857142857143,0.3333333333333335,0
3.857142857142857,3.571428571428572,4.142857142857143,0.3333333333333335,0
4.0,3.7142857142857135,4.285714285714286,1.0000000000000004,0
4.142857142857143,3.7142857142857135,4.142857142857143,0.0,0
4.0,3.857142857142857,4.142857142857143,0.0,0
3.857142857142857,4.142857142857143,4.285714285714286,0.6666666666666665,0
3.857142857142857,4.285714285714286,4.285714285714286,0.333333333333333,0
3.857142857142857,4.285714285714286,4.285714285714286,0.0,0
4.0,4.428571428571429,4.142857142857143,0.333333333333333,0
4.0,4.428571428571429,4.0,-0.3333333333333339,0
4.0,4.285714285714286,4.0,-0.3333333333333335,0
3.857142857142857,4.142857142857143,4.0,-0.6666666666666665,0
4.0,4.0,3.857142857142857,-0.333333333333333,0
4.142857142857143,3.857142857142857,3.857142857142857,0.0,0
4.285714285714286,3.857142857142857,3.857142857142857,0.333333333333333,0
4.142857142857143,3.7142857142857135,4.0,-0.333333333333333,0
4.0,3.7142857142857135,4.142857142857143,0.0,0
4.0,3.7142857142857135,4.142857142857143,0.0,0
4.142857142857143,3.571428571428572,4.142857142857143,0.0,0
4.142857142857143,3.571428571428572,4.142857142857143,0.0,0
4.142857142857143,3.7142857142857135,4.142857142857143,0.3333333333333335,0
4.0,3.7142857142857135,4.285714285714286,0.0,0
4.0,3.571428571428572,4.428571428571429,0.0,0
3.857142857142857,3.571428571428572,4.285714285714286,-0.6666666666666665,0
3.857142857142857,3.7142857142857135,4.428571428571429,0.6666666666666665,0
3.857142857142857,3.857142857142857,4.571428571428571,0.6666666666666665,0
3.7142857142857135,3.7142857142857135,4.428571428571429,-1.0,0
3.571428571428572,3.7142857142857135,4.285714285714286,-0.6666666666666665,0
3.4285714285714284,3.7142857142857135,4.285714285714286,-0.333333333333333,0
3.4285714285714284,3.857142857142857,4.142857142857143,0.0,0
3.4285714285714284,3.857142857142857,4.142857142857143,0.0,0
3.4285714285714284,3.857142857142857,4.142857142857143,0.0,0
3.4285714285714284,3.7142857142857135,3.857142857142857,-0.9999999999999996,0
3.7142857142857135,3.857142857142857,4.0,1.333333333333333,0
3.7142857142857135,3.7142857142857135,4.142857142857143,0.0,0
4.0,3.571428571428572,4.0,0.0,0
4.0,3.571428571428572,4.0,0.0,0
4.142857142857143,3.4285714285714284,4.0,0.0,0
4.142857142857143,3.4285714285714284,3.857142857142857,-0.333333333333333,0
4.285714285714286,3.4285714285714284,4.0,0.6666666666666665,0
4.142857142857143,3.2857142857142856,3.857142857142857,-0.9999999999999996,0
4.428571428571429,3.2857142857142856,3.857142857142857,0.6666666666666665,0
4.142857142857143,3.571428571428572,3.857142857142857,0.0,0
4.142857142857143,3.571428571428572,3.7142857142857135,-0.3333333333333335,0
4.142857142857143,3.571428571428572,3.7142857142857135,0.0,0
4.0,3.571428571428572,3.571428571428572,-0.6666666666666665,0
3.857142857142857,3.571428571428572,3.571428571428572,-0.3333333333333335,0
3.857142857142857,3.857142857142857,3.857142857142857,1.3333333333333337,0
3.7142857142857135,4.0,3.857142857142857,0.0,0
3.857142857142857,3.857142857142857,3.857142857142857,0.0,0
3.857142857142857,3.857142857142857,4.0,0.3333333333333335,0
4.0,3.857142857142857,4.428571428571429,-0.3333333333333335,0
3.857142857142857,4.0,4.714285714285714,0.6666666666666665,0
3.857142857142857,4.0,4.714285714285714,0.0,0
3.857142857142857,3.857142857142857,4.571428571428571,-0.666666666666667,0
